,Restaurant,Cusines_all,price_for_one,Rating,delivery_review_number,location,Longitude,Latitude
6778,Rajasthani Sweets & Snacks,North Indian,75,4.0,1310,Kanakapura Road,77.5449181,12.8773096
6779,No. 10 Fort Cochin,Kerala,500,3.7,134,Indiranagar,77.6404672,12.9732913
6780,Cholay,North Indian,175,3.9,465,Koramangala 7th Block,77.6134783,12.9364846
6781,Kadegowda Military Hotel,North Indian,250,4.1,658,Basaveshwara Nagar,77.5394749,12.9931607
6782,Imperial Restaurant,Chinese,350,3.9,7074,Indiranagar,77.6404672,12.9732913
6783,Imperial Restaurant,Chinese,350,4.0,5730,Residency Road,77.6206061,13.0529476
6784,Imperial Restaurant,Chinese,400,4.1,7969,Jayanagar,77.5824229,12.9292731
6785,Imperial Restaurant,Chinese,400,3.9,1322,Kalyan Nagar,77.6403368,13.0221416
6786,Imperial Restaurant,Chinese,400,4.1,9704,Koramangala 6th Block,77.6238477,12.9390255
6787,Imperial Restaurant,Chinese,400,3.9,12300,Marathahalli,77.6984163,12.9552572
6788,Imperial Restaurant,Chinese,400,3.9,11200,Mysore Road,77.5300705,12.9467026
6789,Imperial Restaurant,Chinese,400,4.0,2877,Vasanth Nagar,77.58516878,12.98872125
6790,Brundavan Upachar,South Indian,100,4.2,462,Uttarahalli,77.5455438,12.9055682
6791,Pastawallah,Pasta,250,2.8,36,Koramangala 8th Block,77.617338,12.9408685
6792,La Pino’z Pizza,Pizza,550,3.9,26,Kadubeesanahalli,77.6972484,12.942199
6793,Sri Maruthi Gowda's Military Hotel,South Indian,200,4.3,590,Majestic,77.5728757,12.9757079
6794,Sree Ganesha Fruit Juice Centre,Beverages,75,0.0,14,Frazer Town,77.6130165,12.996845
6795,Sree Ganesha Fruit Juice Centre,Beverages,100,4.1,1036,Malleshwaram,77.5703253,13.0027353
6796,i-Bar - The Park Bangalore,North Indian,1500,0.0,1,The Park,77.61947466,12.9740431
6797,Biriyani Mansion,Biryani,400,4.0,1083,Bommanahalli,77.6239038,12.9089453
6798,Blaack Forest,Bakery,250,0.0,1,Kalyan Nagar,77.6403368,13.0221416
6799,A1 Chips,Street Food,150,4.3,110,Indiranagar,77.6404672,12.9732913
6800,Hokart - Taste Of Darjeeling,Momos,100,0.0,2,Koramangala 5th Block,77.6189768,12.9348429
6801,Indiranagar Social,North Indian,750,4.0,774,Indiranagar,77.6404672,12.9732913
6802,Darbar Chowk,North Indian,250,3.9,153,Whitefield,77.7497448,12.9696365
6803,The Purple Pan,North Indian,500,4.2,15600,Rajajinagar,77.554883,12.9882338
6804,Crispy Crust Pizza,Pizza,250,3.7,229,Indiranagar,77.6404672,12.9732913
6805,Euphoria Bakers,Bakery,200,0.0,12,Frazer Town,77.6130165,12.996845
6806,Euphoria Bakers,Bakery,200,4.0,14,Jeevan Bhima Nagar,77.6568367,12.9678074
6807,Euphoria Bakers,Bakery,200,0.0,8,Marathahalli,77.6984163,12.9552572
6808,Euphoria Bakers,Bakery,200,0.0,9,Sarjapur Road,77.6653284,12.920441
6809,Euphoria Bakers,Bakery,200,0.0,2,BTM,77.60456543,12.91127585
6810,Euphoria Bakers,Bakery,200,0.0,0,Electronic City,77.64825296,12.8487599
6811,Euphoria Bakers,Bakery,150,0.0,10,HSR,77.6398674,12.9092342
6812,The Flavours,South Indian,150,3.3,232,Electronic City,77.64825296,12.8487599
6813,Sandos N Grills,Continental,250,4.3,214,Sanjay Nagar,77.6958748,12.9578658
6814,Garhwali Tadka,North Indian,300,4.1,1888,Electronic City,77.64825296,12.8487599
6815,Nawabi Biryani,Biryani,125,3.8,21,HSR,77.6398674,12.9092342
6816,Hotel Savajis,South Indian,150,4.0,148,Rajajinagar,77.554883,12.9882338
6817,Saha Cabin Bengali Hotel,Bengali,150,3.3,211,Whitefield,77.7497448,12.9696365
6818,Kallayi Restaurant,North Indian,300,3.5,1976,KR Puram,77.695935,13.007516
6819,New Gongura Grand,Andhra,400,3.8,11300,HSR,77.6398674,12.9092342
6820,Riwaayat Biryanis,Biryani,350,0.0,6,Bannerghatta Road,77.6041899,12.9521804
6821,Sri Bharani Mixtures Sweets & Savouries,Mithai,150,4.0,26,Thippasandra,77.6509982,12.973936
6822,Tadka Punjabi Restaurant,Chinese,150,3.6,4293,Whitefield,77.7497448,12.9696365
6823,The Meal Plate,North Indian,150,4.0,2191,BTM,77.60456543,12.91127585
6824,The Meal Plate,North Indian,175,3.8,3,Sarjapur Road,77.6653284,12.920441
6825,Phoenix Cafe,Burger,150,3.6,30,BTM,77.60456543,12.91127585
6826,Bangaliana,Seafood,250,4.1,2841,Koramangala 7th Block,77.6134783,12.9364846
6827,Bangaliana,Seafood,250,3.6,3631,Electronic City,77.64825296,12.8487599
6828,Bangaliana,Seafood,150,4.2,147,Marathahalli,77.6984163,12.9552572
6829,The Biryani Zone - By Kouzina,Biryani,400,2.9,30,Whitefield,77.7497448,12.9696365
6830,Krispy Bites,Burger,100,0.0,3,Vasanth Nagar,77.58516878,12.98872125
6831,SV Idli House,South Indian,50,4.5,222,Kaggadasapura,77.6790908,12.9846713
6832,New Peacock Restaurant,North Indian,200,3.7,1717,RT Nagar,77.595715,13.0227204
6833,Royal Donne Biryani,Biryani,200,3.7,1704,HBR Layout,77.6323597,13.0358698
6834,Wats In the Wrap,Wraps,200,0.0,1,Koramangala 1st Block,77.6308832,12.9275886
6835,Bismillah Hotel A1,Biryani,100,3.6,111,Vijay Nagar,77.61250656,12.96591365
6836,Nava Durga Nellore Mess,Andhra,250,3.9,3722,Rammurthy Nagar,77.6404672,12.9732913
6837,Mathsya Darshini,Seafood,200,4.0,544,HSR,77.6398674,12.9092342
6838,Sri Sairam's Chats & Juice Centre,Street Food,100,4.1,344,Malleshwaram,77.5703253,13.0027353
6839,Rajasthani Paratha House,North Indian,100,4.0,79,JP Nagar,77.5782713,12.9072515
6840,Tastes Of Eden,Biryani,200,3.8,332,Hennur,77.6305067,13.0258087
6841,The Home Food,North Indian,150,4.0,266,RT Nagar,77.595715,13.0227204
6842,Krishna Cafe,Sandwich,200,3.0,54,Jalahalli,77.5483803,13.0464531
6843,Ziyan's Cafe 27th,Kerala,150,3.6,275,HSR,77.6398674,12.9092342
6844,Jai Bhavani Hotel,North Indian,125,3.9,816,Nagawara,77.6209093,13.0431413
6845,Ramji Chaiwale,Fast Food,125,4.2,371,Residency Road,77.6206061,13.0529476
6846,Udupi Paakagriha,South Indian,275,3.8,110,Hebbal,77.5919,13.0382184
6847,Amazing Asia,Chinese,300,4.3,34,JP Nagar,77.5782713,12.9072515
6848,Puliyogare Point,South Indian,75,4.3,33200,Basavanagudi,77.5755021,12.9417261
6849,Puliyogare Point,South Indian,50,4.3,1279,Hebbal,77.5919,13.0382184
6850,Marenahalli Donne Biriyani,Biryani,150,4.1,12900,JP Nagar,77.5782713,12.9072515
6851,Babai Andhra Mess,Biryani,150,3.5,35,Electronic City,77.64825296,12.8487599
6852,Olive Bar & Kitchen,Italian,1550,3.9,27,Richmond Road,77.6068229,12.9662452
6853,Karnataka Chicken Biryani,Kebab,100,0.0,5,RT Nagar,77.595715,13.0227204
6854,Havmor Ice Cream,Desserts,150,4.1,1359,Jayanagar,77.5824229,12.9292731
6855,Havmor Ice Cream,Desserts,150,4.0,42,Bannerghatta Road,77.6041899,12.9521804
6856,Havmor Ice Cream,Desserts,150,4.2,220,Basavanagudi,77.5755021,12.9417261
6857,Veg Brooo - Chinese,Chinese,250,0.0,5,Rajajinagar,77.554883,12.9882338
6858,Marwadi Chaat Tiffin Services,North Indian,200,3.2,983,HSR,77.6398674,12.9092342
6859,Marwadi Chaat Tiffin Services,North Indian,125,3.5,5909,BTM,77.60456543,12.91127585
6860,Marwadi Chaat Tiffin Services,North Indian,250,3.5,1193,Rajajinagar,77.554883,12.9882338
6861,Cream Stone,Ice Cream,150,4.1,8051,Indiranagar,77.6404672,12.9732913
6862,Just Add Magic,Street Food,100,0.0,2,Jalahalli,77.5483803,13.0464531
6863,Masala Mandi,North Indian,600,4.0,1717,Sarjapur Road,77.6653284,12.920441
6864,Kolkata Kathi Rolls,Rolls,150,3.9,11700,JP Nagar,77.5782713,12.9072515
6865,Ms Momos,Momos,150,4.0,53,JP Nagar,77.5782713,12.9072515
6866,Lio Naga Chaitanya Kitchen,South Indian,50,0.0,0,Sarjapur Road,77.6653284,12.920441
6867,Shalimar,North Indian,500,4.1,1159,Indiranagar,77.6404672,12.9732913
6868,Gilly's Pizzeria,Pizza,150,3.1,16,New BEL Road,77.564105,13.0393922
6869,Delhi Highway,North Indian,750,3.9,3785,Indiranagar,77.6404672,12.9732913
6870,Moms Homely Paratha,North Indian,100,4.0,12,Varthur Main Road,77.7471103,12.9413238
6871,Kaapi Katte,South Indian,50,3.8,124,Malleshwaram,77.5703253,13.0027353
6872,Kaapi Katte,South Indian,75,4.2,4447,Rajarajeshwari Nagar,77.5155224,12.9274413
6873,Zhang's  - Chinese Restaurant,Chinese,400,4.2,2994,JP Nagar,77.5782713,12.9072515
6874,New Hyderabadi Biryani,Biryani,200,3.1,51,Marathahalli,77.6984163,12.9552572
6875,Fritz Haber Ice Creams,Desserts,150,3.2,16,BTM,77.60456543,12.91127585
6876,SLV Refreshments,South Indian,100,4.1,371,Kumaraswamy Layout,77.5553179,12.9081487
6877,Kamat Bugle Rock,South Indian,175,4.4,2252,Basavanagudi,77.5755021,12.9417261
6878,Pinds Of Punjab,North Indian,125,4.1,1083,KR Puram,77.695935,13.007516
6879,Kolkata Famous Khati Rolls,Rolls,125,4.2,804,Banashankari,77.59445195,12.96528325
6880,Lazeez,North Indian,300,4.0,4095,Koramangala 5th Block,77.6189768,12.9348429
6881,Biryani Festival,Biryani,150,3.3,156,Whitefield,77.7497448,12.9696365
6882,Tuckshop Cafe,Rolls,125,4.3,543,Bommanahalli,77.6239038,12.9089453
6883,Pooja Ice Cream,Ice Cream,100,0.0,7,Vijay Nagar,77.61250656,12.96591365
6884,Chef Baker's,Bakery,200,4.0,578,By The Way,77.61250656,12.96591365
6885,Biryani Canteen,Biryani,150,4.2,1463,Rajajinagar,77.554883,12.9882338
6886,Biryani Hotel,Biryani,150,3.2,340,Koramangala 5th Block,77.6189768,12.9348429
6887,Sarangi,North Indian,175,4.1,2355,Hesaraghatta,77.4783628,13.1393984
6888,New Rajanna Military Hotel,Biryani,150,3.9,144,Rajajinagar,77.554883,12.9882338
6889,Dessert Crunch,Desserts,150,4.3,130,Kanakapura Road,77.5449181,12.8773096
6890,Sri Mast Bangarpet Chats,Fast Food,125,0.0,10,New BEL Road,77.564105,13.0393922
6891,Jubli Biryani,Andhra,225,3.7,325,ITPL Main Road,77.7272748,12.9805104
6892,Lassi Town,Beverages,100,3.7,44,Vijay Nagar,77.61250656,12.96591365
6893,New Taaza Thindi,South Indian,125,3.9,4111,Electronic City,77.64825296,12.8487599
6894,Lassi Adda,Beverages,100,4.0,8269,Electronic City,77.64825296,12.8487599
6895,Udupi Upachara,South Indian,125,3.9,63,Rajajinagar,77.554883,12.9882338
6896,Le Arabia Restaurant - Vijaya Nagar,Arabian,250,3.7,1366,Vijay Nagar,77.61250656,12.96591365
6897,Hotel Bilal Biriyani Centre,Biryani,100,4.0,919,Mysore Road,77.5300705,12.9467026
6898,Hokart - Shree Balaji Mumbai 99 Variety Dosa,South Indian,125,4.3,49,Koramangala 5th Block,77.6189768,12.9348429
6899,Hokart - Shree Balaji Mumbai 99 Variety Dosa,South Indian,150,4.1,40,HSR,77.6398674,12.9092342
6900,IDC Kitchen,South Indian,75,4.1,2572,New BEL Road,77.564105,13.0393922
6901,IDC Kitchen,South Indian,75,4.1,2382,Residency Road,77.6206061,13.0529476
6902,IDC Kitchen,South Indian,75,4.0,8094,Koramangala 5th Block,77.6189768,12.9348429
6903,IDC Kitchen,South Indian,100,3.9,1251,Indiranagar,77.6404672,12.9732913
6904,Kolkata King,Fast Food,100,4.0,1693,Basavanagudi,77.5755021,12.9417261
6905,Sandwich Junction,Sandwich,100,4.2,112,Marathahalli,77.6984163,12.9552572
6906,Sandwich Junction,Sandwich,200,4.3,122,Electronic City,77.64825296,12.8487599
6907,Cafe Coco,North Indian,275,3.9,205,Sanjay Nagar,77.6958748,12.9578658
6908,Chini Mirchi Indo-Chinese Kitchen,Chinese,300,3.5,168,ITPL Main Road,77.7272748,12.9805104
6909,New Sagar Fast Food,South Indian,150,4.0,1481,Yeshwantpur,77.5529215,13.02383
6910,Hyderabadi Kitchen,Biryani,200,3.7,1046,Whitefield,77.7497448,12.9696365
6911,Hyderabadi Kitchen,Biryani,200,3.6,5265,Marathahalli,77.6984163,12.9552572
6912,Iyenger Cake Palace,Bakery,50,3.6,59,Bannerghatta Road,77.6041899,12.9521804
6913,Chutney Chang,North Indian,750,4.2,616,Jayanagar,77.5824229,12.9292731
6914,Chutney Chang,North Indian,750,4.3,211,Church Street,77.6026774,12.9755105
6915,Sagar Hotel,North Indian,200,4.1,9815,Rajajinagar,77.554883,12.9882338
6916,South Kitchen,South Indian,100,4.4,3662,Basavanagudi,77.5755021,12.9417261
6917,Hotel New Karavali,Mangalorean,400,3.7,739,Hennur,77.6305067,13.0258087
6918,Hotel New Karavali,Mangalorean,175,4.1,3349,Banashankari,77.59445195,12.96528325
6919,Sangam House Of Kebabs,Biryani,200,3.9,38,Vijay Nagar,77.61250656,12.96591365
6920,Trippy Cakes,Desserts,350,4.3,39,Electronic City,77.64825296,12.8487599
6921,Lassi Magic,Fast Food,100,3.1,21,Hosur Road,77.6052566,12.9527111
6922,Lassi Magic,Fast Food,150,3.5,546,Electronic City,77.64825296,12.8487599
6923,Namma Bengaluru Biryani Adda,Biryani,100,0.0,10,Rammurthy Nagar,77.64825296,12.8487599
6924,Lassi Shop And Cafe,Beverages,125,3.3,44,Basavanagudi,77.5755021,12.9417261
6925,The Punjabi Rasoi,North Indian,400,4.0,5917,Whitefield,77.7497448,12.9696365
6926,The Punjabi Rasoi,North Indian,400,3.8,5422,Sarjapur Road,77.6653284,12.920441
6927,The Punjabi Rasoi,North Indian,200,4.0,1810,Bannerghatta Road,77.6041899,12.9521804
6928,The Punjabi Rasoi,North Indian,200,4.0,1363,Electronic City,77.64825296,12.8487599
6929,The Punjabi Rasoi,North Indian,200,4.1,3019,Brookefield,77.7168891,12.9668213
6930,Gharoyana,North Indian,150,4.2,1033,Whitefield,77.7497448,12.9696365
6931,Cafe Soy,Asian,300,4.3,1383,Thippasandra,77.6509982,12.973936
6932,Kamat Hotel,South Indian,200,3.5,441,Basavanagudi,77.5755021,12.9417261
6933,Parika Multicuisine & Coastal Fine Dine,Mangalorean,550,4.1,1161,HSR,77.6398674,12.9092342
6934,Today's Tiffin Center,South Indian,100,4.0,30,Electronic City,77.64825296,12.8487599
6935,Sri Brahmi Ruchi,South Indian,150,3.7,378,Vijay Nagar,77.61250656,12.96591365
6936,ShakeShack,Beverages,150,3.6,33,Electronic City,77.64825296,12.8487599
6937,Infinitea Tea Room & Tea Store,Italian,650,4.3,629,Shivajinagar,77.6075416,12.986391
6938,Infinitea Tea Room & Tea Store,Italian,650,4.3,330,Indiranagar,77.6404672,12.9732913
6939,Chefkraft,Salad,300,4.2,4094,Indiranagar,77.6404672,12.9732913
6940,SGS Non Veg Gundu Palav,Biryani,200,3.8,222,Electronic City,77.64825296,12.8487599
6941,SGS Non Veg Gundu Palav,Biryani,150,3.9,16,Hennur,77.6305067,13.0258087
6942,Saiko Sushi House,Japanese,250,4.0,498,Kaggadasapura,77.6790908,12.9846713
6943,Saiko Sushi House,Japanese,225,4.0,153,Sahakara Nagar,77.58006135,13.0621474
6944,Saiko Sushi House,Japanese,600,3.4,16,Thippasandra,77.6509982,12.973936
6945,Shree Taaza Thindi,South Indian,100,3.6,59,Banaswadi,77.6518539,13.0141618
6946,Shero Home Food - Andhra,South Indian,150,4.0,70,Bommanahalli,77.6239038,12.9089453
6947,La Fingerlickia,Chinese,200,3.6,1838,Bellandur,77.6782471,12.93103185
6948,Cilantro,European,750,0.0,11,Koramangala 4th Block,77.6294052,12.9327778
6949,Chattim Chorum,Kerala,200,3.8,160,Bommanahalli,77.6239038,12.9089453
6950,Koli Hut,Fast Food,150,3.6,297,Whitefield,77.7497448,12.9696365
6951,Shaken & Stirred,Continental,750,3.6,81,Race Course Road,77.5808654,12.983801
6952,Narayana Pastries,Bakery,150,3.9,157,Hebbal,77.5919,13.0382184
6953,Soul Treat,Bakery,350,3.9,623,Sarjapur Road,77.6653284,12.920441
6954,Khichdi Paradise,Healthy Food,150,3.0,42,JP Nagar,77.5782713,12.9072515
6955,Pizzeria Locale,Pizza,350,3.6,563,Kalyan Nagar,77.6403368,13.0221416
6956,Veg Brooo- Indian,North Indian,200,0.0,8,Rajajinagar,77.554883,12.9882338
6957,Uday Sweets,Mithai,50,3.9,714,Koramangala 5th Block,77.6189768,12.9348429
6958,Uday Sweets,Mithai,50,3.6,351,Koramangala 6th Block,77.6238477,12.9390255
6959,Caraway Kitchen - Conrad Bengaluru,Asian,1400,0.0,9,Conrad Bengaluru,77.6206956,12.97533965
6960,India Chai Lounge,Rolls,200,3.3,47,Vasanth Nagar,77.58516878,12.98872125
6961,Malabar Cafe,Kerala,200,3.7,1416,Koramangala 7th Block,77.6134783,12.9364846
6962,Malabar Cafe,Kerala,150,3.5,11300,BTM,77.60456543,12.91127585
6963,Kannur Kitchen,Kerala,150,3.8,1001,New BEL Road,77.564105,13.0393922
6964,Sri Pillaiyar Bhavan,South Indian,200,4.1,1811,Electronic City,77.64825296,12.8487599
6965,Sri Bhagya Sagar,South Indian,200,4.0,1083,Bommanahalli,77.6239038,12.9089453
6966,Nandi Chats,Street Food,75,4.1,1210,BTM,77.60456543,12.91127585
6967,Spice Rack,Sandwich,125,3.6,41,Bommanahalli,77.6239038,12.9089453
6968,M.M Zone And Cafe,Fast Food,150,0.0,25,Frazer Town,77.6130165,12.996845
6969,Hotel Salala,North Indian,250,3.8,646,Old Airport Road,77.6663946,12.9583828
6970,Royale Rolls,Rolls,200,3.9,88,BTM,77.60456543,12.91127585
6971,South Spicy Bites Xpress,Seafood,275,4.0,5229,Sahakara Nagar,77.58006135,13.0621474
6972,Shree Balaji Mumbai Pav-Bhaji & Tawa Pulav,Street Food,150,4.1,53,HSR,77.6398674,12.9092342
6973,Bhavya Military Hotel,South Indian,150,4.0,3488,Bannerghatta Road,77.6041899,12.9521804
6974,Chimista Bowl,Chinese,200,4.2,60,Electronic City,77.64825296,12.8487599
6975,Mummy Da Dhaba,North Indian,100,4.1,60,Bannerghatta Road,77.6041899,12.9521804
6976,New Karavali Mess,Mangalorean,175,3.5,458,Rajajinagar,77.554883,12.9882338
6977,Jodhpur Sweets And Snacks,Mithai,100,3.9,3379,Nagarbhavi,77.51126721,12.95961755
6978,Santa Banta Ke Parathey,North Indian,100,4.0,29,New BEL Road,77.564105,13.0393922
6979,Hunger Hunt,Pizza,150,3.8,76,Uttarahalli,77.5455438,12.9055682
6980,The Cake Deluxe,Desserts,400,4.1,464,Rajajinagar,77.554883,12.9882338
6981,The Cake Deluxe,Desserts,150,4.0,1553,Kammanahalli,77.6377094,13.0093455
6982,The Cake Deluxe,Desserts,300,4.0,24,Basavanagudi,77.5755021,12.9417261
6983,Hard Rock Cafe,American,1400,4.3,229,St. Marks Road,77.5824229,12.9292731
6984,Hard Rock Cafe,American,900,3.7,279,Whitefield,77.7497448,12.9696365
6985,Tarangini,Andhra,200,4.2,108,Sanjay Nagar,77.6958748,12.9578658
6986,Delhi Ka Chulha,Street Food,150,3.8,617,Electronic City,77.64825296,12.8487599
6987,Thunder Fried Chicken,North Indian,250,3.9,2645,Jeevan Bhima Nagar,77.6568367,12.9678074
6988,Simpli Namdhari’s,Fast Food,100,0.0,10,Indiranagar,77.6404672,12.9732913
6989,Bangera Bakers,Bakery,350,4.4,245,Yeshwantpur,77.5529215,13.02383
6990,Andhra Masala,Biryani,250,3.5,224,Marathahalli,77.6984163,12.9552572
6991,Hotel Udupi Garden,South Indian,200,4.3,1954,Sanjay Nagar,77.6958748,12.9578658
6992,21 Pork Street,Naga,300,3.8,277,Kammanahalli,77.6377094,13.0093455
6993,Cake Express,Bakery,300,3.6,1435,HSR,77.6398674,12.9092342
6994,Kentaky Fast Food,North Indian,175,4.2,313,Basaveshwara Nagar,77.5394749,12.9931607
6995,Let's Celebrate,Bakery,350,3.7,247,Koramangala 2nd Block,77.6242433,12.9243692
6996,Malleswaram Thatte Idly Cafe & By 2 Coffee Point,South Indian,50,4.1,915,Malleshwaram,77.5703253,13.0027353
6997,Wang's Xanadu Momo,Momos,75,3.7,100,HSR,77.6398674,12.9092342
6998,Spicychilly Resturant,Chinese,175,3.8,162,JP Nagar,77.5782713,12.9072515
6999,Achari's Homemade,Pizza,200,0.0,17,Rajajinagar,77.554883,12.9882338
7000,Olive Grove,Continental,425,4.1,345,Electronic City,77.64825296,12.8487599
7001,Cake House,Bakery,300,3.7,1024,HSR,77.6398674,12.9092342
7002,Paratha Project,Fast Food,200,3.6,87,Whitefield,77.7497448,12.9696365
7003,The Daily Meal,Mughlai,250,3.1,38,Electronic City,77.64825296,12.8487599
7004,Dilli Da Dhaba,North Indian,150,3.8,7187,Bellandur,77.6782471,12.93103185
7005,Maharaja Military Canteen,Biryani,200,4.0,137,Banashankari,77.59445195,12.96528325
7006,Maharaja Military Canteen,Biryani,200,3.6,64,Cunningham Road,77.5970428,12.9845781
7007,Maharaja Military Canteen,Biryani,200,3.7,1418,JP Nagar,77.5782713,12.9072515
7008,Maharaja Military Canteen,Biryani,200,3.8,15,RT Nagar,77.595715,13.0227204
7009,Maharaja Military Canteen,Biryani,200,3.8,0,Jayanagar,77.5824229,12.9292731
7010,Maharaja Military Canteen,Biryani,175,3.8,2,Vijay Nagar,77.61250656,12.96591365
7011,JK Eden Huts Restaurant,North Indian,175,3.9,3439,Bellandur,77.6782471,12.93103185
7012,Bhogh - Taste Of Bengal,Bengali,100,3.6,423,Marathahalli,77.6984163,12.9552572
7013,Burgerito,Fast Food,150,4.0,191,Whitefield,77.7497448,12.9696365
7014,Shree Chinese Corner,Chinese,150,3.9,398,Yeshwantpur,77.5529215,13.02383
7015,Panda Momos,Momos,300,3.8,61,JP Nagar,77.5782713,12.9072515
7016,Panda Momos,Momos,300,3.4,21,New BEL Road,77.564105,13.0393922
7017,Mr Chow,Chinese,200,3.8,1636,Brookefield,77.7168891,12.9668213
7018,Tasty Grillz,Arabian,250,0.0,3,New BEL Road,77.564105,13.0393922
7019,Burger For Breakfast,Fast Food,125,4.0,49,Marathahalli,77.6984163,12.9552572
7020,The Sandwich House,Burger,150,3.4,55,Whitefield,77.7497448,12.9696365
7021,The Burger Hub,Rolls,150,4.3,212,Banaswadi,77.6518539,13.0141618
7022,Andhra Food Company,South Indian,100,3.8,802,HSR,77.6398674,12.9092342
7023,C. K. Mega Hot Food,Chinese,200,4.1,15100,BTM,77.60456543,12.91127585
7024,Taj Hotel,Chinese,250,3.8,1730,Shivajinagar,77.6075416,12.986391
7025,Amma's Biryani Mane,South Indian,150,3.9,34,Old Madras Road,77.6962756,13.0086263
7026,Sreenivasa Brahmins Bakery,Bakery,100,4.4,700,Basavanagudi,77.5755021,12.9417261
7027,New Punjabi Pure Veg Restaurant,North Indian,150,3.4,7290,Nagawara,77.6209093,13.0431413
7028,Swad Signal,North Indian,125,4.0,867,HSR,77.6398674,12.9092342
7029,Sri Banasankri Military Hotel,South Indian,150,3.9,148,Kanakapura Road,77.5449181,12.8773096
7030,Kolkata New Style Famous Kati Roll,Chinese,200,3.5,284,Whitefield,77.7497448,12.9696365
7031,Lassi Corner,Fast Food,100,3.8,371,KR Puram,77.695935,13.007516
7032,Lassi Corner,Fast Food,100,3.7,12800,Electronic City,77.64825296,12.8487599
7033,Lassi Corner,Fast Food,150,3.5,1038,Whitefield,77.7497448,12.9696365
7034,Lassi Corner,Fast Food,150,3.0,762,Sarjapur Road,77.6653284,12.920441
7035,Lassi Corner,Fast Food,150,3.9,1325,Koramangala 8th Block,77.617338,12.9408685
7036,Lassi Corner,Fast Food,150,3.8,426,Rajajinagar,77.554883,12.9882338
7037,Lassi Corner,Fast Food,150,3.6,7,Marathahalli,77.6984163,12.9552572
7038,Lassi Corner,Fast Food,150,3.7,410,Vijay Nagar,77.61250656,12.96591365
7039,The Coffee Brewery,Cafe,250,4.0,372,KR Puram,77.695935,13.007516
7040,Royal County,Biryani,275,3.7,474,Bommanahalli,77.6239038,12.9089453
7041,Pebo,Italian,250,4.0,268,Sanjay Nagar,77.6958748,12.9578658
7042,Box Up,North Indian,200,4.0,24,Electronic City,77.64825296,12.8487599
7043,Fusion Food Factory,Biryani,100,3.3,17,Kaggadasapura,77.6790908,12.9846713
7044,Cravy Wings,Burger,200,4.3,13000,Koramangala 7th Block,77.6134783,12.9364846
7045,Softy Paradise,Ice Cream,150,0.0,7,Vijay Nagar,77.61250656,12.96591365
7046,MFC Juice And Cafe,Ice Cream,150,3.9,70,ITPL Main Road,77.7272748,12.9805104
7047,Royal Cripsy Burger,Fast Food,175,4.1,51,Rajajinagar,77.554883,12.9882338
7048,Dal Roti,North Indian,200,3.6,28,Whitefield,77.7497448,12.9696365
7049,Dal Roti,North Indian,200,4.1,2154,JP Nagar,77.5782713,12.9072515
7050,Udupi Gokul Cafe,South Indian,150,4.2,738,BTM,77.60456543,12.91127585
7051,Nomad Rolls & Shakes,Rolls,125,3.2,434,Whitefield,77.7497448,12.9696365
7052,Malabar Hut Restaurant,Kerala,125,3.8,732,Kalyan Nagar,77.6403368,13.0221416
7053,Hungry Habibi,Lebanese,200,3.5,364,BTM,77.60456543,12.91127585
7054,Golicious Mumbai Vada Pav,Fast Food,150,4.1,99,RT Nagar,77.595715,13.0227204
7055,Indori  Zaika,North Indian,150,3.4,7004,HSR,77.6398674,12.9092342
7056,Rapture Roti Curry,North Indian,50,0.0,3,Kumaraswamy Layout,77.5553179,12.9081487
7057,Alwaazed Kabab Center,Kebab,100,0.0,2,Shivajinagar,77.6075416,12.986391
7058,Surakshith Chinese Nalapaka,Chinese,100,3.9,598,Sadashiv Nagar,77.6398674,12.9092342
7059,Jai Bhavani Savaji Hotel,North Indian,150,4.3,341,Vijay Nagar,77.61250656,12.96591365
7060,Bunt's Biriyani Palace,Biryani,275,4.0,1699,Banashankari,77.59445195,12.96528325
7061,Chai Theory,Fast Food,100,3.6,33,New BEL Road,77.564105,13.0393922
7062,New Ammas Kitchen,Chinese,200,3.0,23,Jalahalli,77.5483803,13.0464531
7063,Taste Indies,Street Food,100,3.9,409,Sarjapur Road,77.6653284,12.920441
7064,Shoiab Family Restaurant,North Indian,400,3.6,732,Electronic City,77.64825296,12.8487599
7065,Karavali Ale Food Centre,Mangalorean,150,0.0,1,Koramangala 7th Block,77.6134783,12.9364846
7066,Sri Krishna Nanda Gokul Veg Restaurant,South Indian,250,3.8,691,Banaswadi,77.6518539,13.0141618
7067,ASEAN - On The Edge,North Indian,900,4.4,183,Barton Centre,77.6518539,13.0141618
7068,Priyadarshini Veg,North Indian,200,4.2,6598,Yeshwantpur,77.5529215,13.02383
7069,Stories Bar & Kitchen,Bar Food,750,3.9,612,JP Nagar,77.5782713,12.9072515
7070,Stories Bar & Kitchen,Bar Food,750,4.1,1451,Rajajinagar,77.554883,12.9882338
7071,Stories Bar & Kitchen,Bar Food,750,3.8,281,Rajarajeshwari Nagar,77.5155224,12.9274413
7072,Mumbai 99 Variety Dosa Special,South Indian,200,0.0,0,Brigade Road,77.6074716,12.9736132
7073,New City Kitchen,North Indian,200,3.7,2843,Rammurthy Nagar,77.6074716,12.9736132
7074,D G Mane Oota,Biryani,150,3.4,159,JP Nagar,77.5782713,12.9072515
7075,Melt In Mouth,Ice Cream,100,4.2,97,Whitefield,77.7497448,12.9696365
